systemCodeNumber,capacity,occupancy,lastUpdated,longitude,latitude
SystemCode_64,104,6,2023-09-09 01:53:36,-57.20272265212918,72.85054571180768
SystemCode_59,177,122,2023-09-11 15:48:33,94.29245196656194,-44.209660493202946
SystemCode_48,152,76,2023-12-04 00:49:35,105.48059607666767,68.41227792851416
SystemCode_91,69,34,2023-11-10 16:34:04,-74.62893556413295,11.40595916053691
SystemCode_50,94,37,2023-10-20 08:35:54,18.564400616107434,-4.409224156358164
SystemCode_7,68,10,2023-10-16 07:27:51,-138.53206140256458,17.55763424078431
SystemCode_86,60,7,2023-11-17 19:22:52,71.36150633341555,78.73797278151241
SystemCode_40,57,41,2023-06-28 21:22:21,-171.28111752364532,-75.9219978637457
SystemCode_5,107,12,2023-11-05 06:20:19,25.672617362687618,27.316051639327355
SystemCode_22,185,12,2023-05-23 14:26:11,-99.07755462952514,64.41215105152136
SystemCode_48,180,43,2023-09-05 08:48:06,70.5456467814216,-20.482471676778687
SystemCode_48,186,2,2023-12-15 05:11:08,-143.48802867099394,2.4190233943312904
SystemCode_60,60,22,2023-10-17 15:59:15,-19.305292252439386,58.19166200028968
SystemCode_56,60,8,2023-06-14 19:43:10,-67.71265419813537,76.04383914264352
SystemCode_61,84,63,2023-09-23 20:06:04,116.15039208368864,66.5592514194667
SystemCode_78,82,2,2023-08-09 03:23:01,-25.21396758994726,63.28362012068109
SystemCode_71,84,0,2023-10-15 01:10:43,-65.65001861508874,41.39584111176512
SystemCode_91,67,25,2023-06-03 15:58:38,16.153557818604867,57.892927464482796
SystemCode_70,134,25,2023-08-24 05:27:29,-134.78151111433198,6.416961866419442
SystemCode_84,179,56,2023-11-15 01:01:04,-1.8580411869399143,-67.55192016240217
SystemCode_77,120,55,2023-09-02 01:24:39,116.81988388557431,-32.1125795661407
SystemCode_65,191,162,2023-04-17 08:08:36,80.7811540753554,-80.34240745042113
SystemCode_22,118,25,2023-12-21 10:31:22,-145.10122695507891,-75.76231051164814
SystemCode_81,102,46,2023-09-04 11:34:33,-105.9730005967037,60.5583269542166
SystemCode_67,77,29,2023-08-15 10:12:34,78.01698075690297,60.71123629901348
SystemCode_46,69,57,2023-01-14 16:57:26,129.27727490281057,16.054497482376632
SystemCode_43,92,44,2023-01-20 18:30:34,43.819498316299956,-47.8150486558276
SystemCode_85,113,62,2023-12-24 02:35:34,21.289193213102806,38.421531991836446
SystemCode_33,122,96,2023-03-26 19:52:23,-145.7199864792974,-34.789623328066455
SystemCode_41,83,55,2023-11-07 00:05:15,-53.4356729637294,-24.02975242517911
SystemCode_6,128,103,2023-09-05 16:41:22,-30.072183555281015,-58.90343636792411
SystemCode_12,74,35,2023-02-03 17:08:19,-37.852977578205156,72.36757422400444
SystemCode_69,68,23,2023-08-05 15:57:28,40.062786405849295,-48.99697298005614
SystemCode_95,179,10,2023-06-23 09:24:39,72.4921430366048,48.99201330896517
SystemCode_31,66,37,2023-07-30 21:07:19,147.42145877637125,-63.760571730917064
SystemCode_72,129,25,2023-11-19 14:49:50,155.72153622099694,-35.50722572662443
SystemCode_17,188,179,2023-03-07 18:52:04,133.47724389625506,57.670173570671494
SystemCode_39,93,88,2023-05-29 19:28:10,-83.88517703536108,22.44099930346229
SystemCode_71,156,118,2023-07-28 00:51:11,-169.18314182599838,77.7771961675916
SystemCode_64,90,68,2023-03-15 14:59:43,153.37344096387181,-54.13890416500172
SystemCode_54,142,40,2023-03-07 02:49:47,-26.20591361399326,74.67481917139403
SystemCode_58,103,26,2023-06-20 15:26:19,-126.70809619165459,-0.37894747888648794
SystemCode_51,174,145,2023-09-05 08:35:47,128.57437466757017,22.866373751900014
SystemCode_22,77,25,2023-09-27 13:13:29,50.860844311771785,-25.597669144247035
SystemCode_16,86,66,2023-02-06 07:05:25,-165.50753111601946,21.8945984636363
SystemCode_95,148,70,2023-03-16 04:43:58,128.93742622372008,-45.59633114961398
SystemCode_88,140,1,2023-10-24 09:56:17,152.98196871421447,-73.52073302565333
SystemCode_65,145,113,2023-01-12 13:13:18,32.73549447120314,1.17495793481865
SystemCode_43,80,22,2023-01-16 19:54:48,-65.83106162396562,8.644984399837185
SystemCode_64,133,59,2023-11-02 17:24:19,-121.00883188228,74.85378042774576
SystemCode_91,190,67,2023-07-31 03:14:19,-54.51432204483682,56.76568045725912
SystemCode_24,116,29,2023-06-12 10:08:40,172.56467171070307,-47.362457534273915
SystemCode_59,146,29,2023-09-16 03:51:39,52.67631808822972,40.688905782564746
SystemCode_28,196,19,2023-12-13 02:20:31,45.851489041531295,50.985935551507936
SystemCode_74,106,87,2023-02-14 06:46:56,27.309210944060055,-36.30775801635557
SystemCode_40,58,12,2023-03-03 08:42:01,-82.80839895921531,-26.3381745244654
SystemCode_27,184,50,2023-02-07 17:04:26,-72.6744805774721,-25.655149466589194
SystemCode_76,144,122,2023-02-18 13:14:40,138.65672837972875,-23.549366492256738
SystemCode_25,174,9,2023-10-31 13:01:31,36.95796915905109,-29.150288731243457
SystemCode_26,82,9,2023-11-30 12:15:21,123.31424424527057,-18.048547168277494
SystemCode_4,172,24,2023-05-04 04:03:02,56.010412339957924,-10.056825792308345
SystemCode_53,69,39,2023-08-15 23:46:56,175.69514922781178,39.78517318392582
SystemCode_51,164,38,2023-05-10 17:39:42,-110.44062788024405,-67.67960157979262
SystemCode_67,189,140,2023-04-03 20:55:15,-117.33356662321208,-43.748496567754344
SystemCode_49,108,49,2023-12-07 16:07:32,-13.872455099401463,35.12943823318642
SystemCode_49,131,9,2023-12-23 18:45:17,-49.534632235446,87.28005967466183
SystemCode_85,73,47,2023-08-04 03:11:45,40.83635462667971,-9.866006171218018
SystemCode_26,59,28,2023-09-27 11:03:23,90.12899673531177,15.723533019259861
SystemCode_62,125,84,2023-09-25 14:00:28,-128.79609111967656,-21.15817224326547
SystemCode_59,198,183,2023-03-29 16:31:27,14.288967996475264,-75.44693952164364
SystemCode_77,154,14,2023-08-05 02:16:29,45.39458233803441,-60.41660577167937
SystemCode_6,114,34,2023-05-04 04:08:27,28.79607032646382,-28.653254537084095
SystemCode_41,73,20,2023-07-31 00:17:56,136.23339459363763,-12.212716153359821
SystemCode_29,184,79,2023-05-29 10:10:58,-49.7063446041181,0.08760298752228834
SystemCode_11,199,7,2023-04-20 12:42:12,-66.57088844827526,1.6034113753191832
SystemCode_62,91,48,2023-08-26 12:19:42,-151.6947343005205,4.91859769769502
SystemCode_45,162,42,2023-03-10 11:52:29,6.617785828680923,29.625941755975575
SystemCode_9,129,108,2023-07-05 02:01:47,41.27753317687464,-73.71050145087376
SystemCode_28,141,28,2023-10-16 02:32:42,153.48947175351515,-83.45708292489307
SystemCode_89,113,9,2023-07-21 21:55:38,46.30083676792651,-17.846429717492057
SystemCode_60,192,123,2023-02-08 10:59:18,-90.15578566919683,-37.348468295890456
SystemCode_25,162,109,2023-03-24 14:06:46,19.396354632599326,85.62578257123218
SystemCode_28,58,15,2023-11-14 21:03:05,-162.2592286110423,21.89204203266445
SystemCode_73,153,35,2023-12-08 19:23:01,156.35160285855267,85.69537102617537
SystemCode_72,89,85,2023-07-01 22:18:29,99.24232895216011,25.763124779003704
SystemCode_11,99,62,2023-05-23 12:41:23,-94.18413922374101,-78.97476360365351
SystemCode_59,178,25,2023-08-01 05:02:49,106.05534469294491,-39.92472184318367
SystemCode_81,99,61,2023-04-20 21:54:26,152.24107756072357,61.0030379510122
SystemCode_80,198,22,2023-05-31 02:08:00,40.571984809571404,54.530299629640695
SystemCode_66,180,96,2023-12-02 08:23:43,120.43454232193665,-29.500693394297954
SystemCode_59,108,76,2023-09-28 12:29:39,144.41898857401992,61.90337110995904
SystemCode_11,169,91,2023-07-25 10:42:32,130.88867609216476,83.73662670381663
SystemCode_93,136,132,2023-10-18 18:31:29,96.09387149043846,-8.154467229044073
SystemCode_89,112,35,2023-07-06 19:32:54,147.40201060192794,-5.399128021545565
SystemCode_94,161,11,2023-07-30 13:19:31,-17.50847378758391,75.50227110538776
SystemCode_85,142,5,2023-08-08 05:54:57,-89.42543343678398,-82.82017917343188
SystemCode_52,143,55,2023-03-16 14:09:06,-132.34291667756534,11.90802501051185
SystemCode_52,88,25,2023-07-29 19:52:44,-137.03128037069075,-45.94706483159037
SystemCode_69,197,178,2023-07-21 19:33:36,133.52846594794067,65.24487938905685
SystemCode_14,97,73,2023-05-25 00:11:45,-161.15722013720844,30.356080559785724
SystemCode_84,171,27,2023-11-02 13:14:18,-159.40666838208784,-33.183906000288154
SystemCode_32,173,75,2023-03-22 23:46:05,59.799721236799286,-44.738292117355165
SystemCode_99,115,83,2023-11-10 17:27:36,-177.46767810675777,-29.226202691671844
SystemCode_54,125,84,2023-10-10 11:46:34,95.74325521016243,-81.69172948908769
SystemCode_87,135,13,2023-03-31 16:10:25,-18.79940941768072,-65.05997641947073
SystemCode_51,100,60,2023-10-04 13:49:48,-157.2974381073695,-28.390142569775506
SystemCode_66,103,67,2023-09-12 13:20:43,-122.43097555557506,66.84495818247882
SystemCode_100,200,110,2023-08-14 05:00:55,-107.85618278903698,-52.03614065308509
SystemCode_80,158,16,2023-01-10 19:47:17,-170.4667396964049,-6.445515426411546
SystemCode_47,85,65,2023-10-30 20:35:08,31.803819522513294,-76.15719124952251
SystemCode_97,133,86,2023-04-27 01:14:39,-53.659951660033954,-43.5596343915802
SystemCode_33,55,26,2023-02-20 21:48:37,174.20465447022917,76.30629600939758
SystemCode_25,170,51,2023-09-02 09:34:04,-52.26682392281245,36.15290690821284
SystemCode_69,73,71,2023-11-01 08:34:58,-27.731308953290323,76.54459135181838
SystemCode_8,177,19,2023-01-26 00:56:11,-110.41543121713516,-32.57497250160126
SystemCode_11,146,34,2023-03-11 02:06:40,-154.68319849098503,47.55645860335437
SystemCode_42,53,17,2023-08-03 05:09:44,165.98848173934329,70.58121461306655
SystemCode_95,82,42,2023-01-27 22:21:33,-148.7073605466239,-44.28041198428217
SystemCode_22,164,150,2023-05-23 21:04:58,147.7360287139981,69.58041707459381
SystemCode_81,175,119,2023-09-19 18:27:36,76.11442702153442,57.666982231172256
SystemCode_68,101,11,2023-03-16 00:04:27,77.01617626131429,62.413374215886364
SystemCode_48,80,61,2023-03-11 18:21:41,-95.68376040617193,-63.309779757623716
SystemCode_90,98,39,2023-05-07 03:55:29,34.761332253442305,43.44291821079253
SystemCode_61,199,159,2023-12-24 18:47:00,-27.432037394818423,-55.682332242526265
SystemCode_64,62,51,2023-07-11 17:46:07,-74.55956736105306,89.89308294127903
SystemCode_46,162,49,2023-06-15 10:03:34,-147.0617362916665,45.469670308908604
SystemCode_73,57,18,2023-11-12 09:45:47,-155.93747575944627,23.75864322934629
SystemCode_55,109,66,2023-11-22 22:56:27,-1.5256374649057705,-49.40548046026028
SystemCode_35,115,110,2023-09-16 19:47:25,126.23928439547205,76.87898351603101
SystemCode_22,56,6,2023-04-10 09:26:40,79.94089460887318,43.153683157976246
SystemCode_38,141,75,2023-07-27 16:13:42,-63.461797535994364,13.771804524087557
SystemCode_73,108,108,2023-11-10 00:59:26,-108.07411603294659,8.063253992285226
SystemCode_16,62,27,2023-09-03 00:09:03,22.41703201715478,-4.049980935207415
SystemCode_77,133,115,2023-10-05 04:20:40,157.28624882733664,-78.85881849744672
SystemCode_10,177,158,2023-10-03 16:21:33,84.63675245242246,-54.29873278529327
SystemCode_29,188,21,2023-04-13 00:14:59,34.261660579259,-40.042608719272664
SystemCode_49,121,51,2023-08-11 23:16:21,-126.20019027053095,-54.76482704288086
SystemCode_88,152,88,2023-12-22 21:50:33,-161.65318134965105,-15.657985207021696
SystemCode_50,189,65,2023-05-16 16:28:40,-163.83663654760437,-2.6968887597362396
SystemCode_28,166,127,2023-01-05 16:35:54,113.91571694355025,69.73364744501845
SystemCode_5,130,30,2023-04-04 02:23:42,92.46845544804347,66.06473529397786
SystemCode_79,138,26,2023-01-08 21:54:41,-111.42175349069808,-38.300495975447866
SystemCode_48,162,11,2023-03-05 05:51:41,130.91476644033128,39.59705210282701
SystemCode_60,170,99,2023-04-27 22:12:23,-138.07466802786345,28.766700308716253
SystemCode_16,199,13,2023-07-13 04:36:15,-165.01473737598377,-38.98769217210375
SystemCode_36,158,139,2023-09-04 15:19:35,-14.357811462444772,-87.15093348351289
SystemCode_22,111,69,2023-05-21 04:17:48,-44.83640219847058,-30.97257577562688
SystemCode_85,126,52,2023-12-31 16:54:01,-6.297801657419541,-44.285515736003894
SystemCode_24,168,125,2023-06-20 19:46:00,-159.77477205570852,77.69639358251024
SystemCode_44,110,41,2023-11-11 22:16:18,-21.943039477005726,0.26078014497005597
SystemCode_91,150,41,2023-03-31 12:34:05,-13.612485367211917,-72.0060585050399
SystemCode_27,89,36,2023-09-07 10:26:49,-62.84139811752996,-60.3594548309823
SystemCode_51,79,0,2023-09-08 01:44:20,-138.08119709929082,29.526137318861288
SystemCode_48,190,105,2023-01-06 04:17:27,-142.12649046772827,62.58965270887174
SystemCode_10,63,40,2023-10-14 19:19:16,153.29221993217055,18.834853566221014
SystemCode_76,197,131,2023-06-19 17:55:15,-115.9750852927781,-50.186442161911266
SystemCode_38,90,1,2023-02-07 16:16:55,-123.80365189137507,-87.09907635764023
SystemCode_23,82,42,2023-07-05 22:20:37,-80.8424853010523,51.04755644455253
SystemCode_20,109,1,2023-10-12 20:08:39,-137.33037509787783,26.93045442148282
SystemCode_6,183,16,2023-03-15 02:43:50,89.81078215311413,83.3140915006982
SystemCode_5,160,138,2023-11-17 23:29:24,137.98332371121143,-84.13769544442489
SystemCode_79,172,105,2023-06-20 16:41:14,80.21262717077866,-68.42237095698454
SystemCode_19,115,108,2023-08-26 17:56:02,-101.06641023822398,-52.26481109954851
SystemCode_84,78,13,2023-10-31 23:02:47,173.03358348891305,-66.56948654895163
SystemCode_26,159,159,2023-11-04 23:20:05,97.65566757370732,-66.85013771992422
SystemCode_96,193,125,2023-11-05 07:54:24,83.30858363778447,70.57555416772371
SystemCode_17,92,4,2023-11-08 23:28:06,157.5277842118462,67.68854195681055
SystemCode_60,85,32,2023-08-10 10:50:29,15.118203554691547,50.808106993277676
SystemCode_39,149,129,2023-05-19 10:54:29,8.596035961869092,80.65913157778155
SystemCode_48,63,10,2023-12-22 18:50:07,-102.34980251029727,25.711050659505617
SystemCode_77,75,6,2023-11-24 00:37:28,-132.66742417782837,-71.51793043899437
SystemCode_86,57,48,2023-02-28 16:55:59,-133.72346074501306,88.31024506904538
SystemCode_63,118,31,2023-10-05 16:45:05,-48.741659623404615,46.756555180007325
SystemCode_40,104,19,2023-03-03 12:46:21,154.42626046848977,-83.18797923801486
SystemCode_1,61,42,2023-09-19 00:02:37,86.85947273321892,51.72113859663253
SystemCode_94,129,118,2023-01-18 11:09:57,-179.15721970609914,88.43756628028851
SystemCode_90,191,98,2023-07-06 14:13:34,71.40999009586014,-40.48644020830785
SystemCode_22,183,7,2023-08-15 16:59:03,-122.60394734964129,89.61657540656333
SystemCode_86,194,58,2023-04-25 13:26:06,-113.00163799777482,-72.61379350676538
SystemCode_69,76,62,2023-10-07 09:20:36,132.89835112207436,53.90252892951804
SystemCode_93,117,117,2023-01-17 10:12:23,-32.11656925834595,42.83129305824002
SystemCode_93,52,17,2023-08-04 05:52:22,14.241399354255321,-30.118632079677226
SystemCode_71,72,72,2023-08-09 11:48:22,121.75478204288686,-86.36318490137
SystemCode_90,133,28,2023-06-02 01:05:13,-45.88685410616222,-52.824908085192796
SystemCode_51,73,45,2023-05-30 01:27:49,-103.91541713765645,-47.43251128305296
SystemCode_40,183,46,2023-09-25 18:20:21,-147.77251534301584,-40.20589392228228
SystemCode_11,175,47,2023-09-13 05:32:46,-179.46625493929224,80.21504705653817
SystemCode_74,149,129,2023-02-28 06:55:47,-49.07981337182139,5.31770935718157
SystemCode_88,157,144,2023-03-21 13:08:01,-66.65838606085784,-45.17693128953858
SystemCode_46,179,22,2023-02-12 09:27:11,-25.807015050305438,-54.79337440890161
SystemCode_67,140,85,2023-03-22 14:06:35,24.16580642540538,71.4474678972471
SystemCode_2,168,101,2023-04-26 23:54:24,12.65777665337123,85.96364287872399
SystemCode_92,55,34,2023-11-30 10:54:55,-37.17447299335018,89.37456248430414
SystemCode_81,153,84,2023-09-23 03:04:36,-93.32441237015682,-61.48006839825677
SystemCode_52,102,62,2023-12-03 00:39:53,-25.939305518094102,-15.508468337632607
SystemCode_5,75,45,2023-01-02 16:45:40,-107.0623761240519,-73.73687512149692
SystemCode_58,120,101,2023-09-08 02:48:25,17.532452284908317,14.872661398589969
SystemCode_42,189,23,2023-10-12 15:56:08,-82.93969138962278,-74.50113835618225
SystemCode_96,107,96,2023-02-17 07:05:11,-146.64828268258333,54.90699687081255
SystemCode_53,140,14,2023-10-13 08:17:07,89.17344488032563,-40.69397936438311
SystemCode_9,109,70,2023-08-07 17:29:57,168.8846573491757,39.02544125237938
SystemCode_58,60,49,2023-05-19 04:57:56,131.95643396518716,-1.7982978124021827
SystemCode_76,167,107,2023-04-13 15:30:26,-41.82897157653716,79.1759656039844
SystemCode_98,138,74,2023-07-30 02:23:00,-149.60109256574972,-70.51229532323136
SystemCode_2,89,6,2023-02-12 20:31:03,-43.73282531078053,-46.41619821516992
SystemCode_83,198,41,2023-04-01 18:34:47,-126.63439465807494,-20.136640541939613
SystemCode_74,126,38,2023-06-28 14:55:56,-166.14098002239533,78.53107555880072
SystemCode_1,51,29,2023-08-06 16:31:24,7.60299975509642,-4.735793524946118
SystemCode_15,186,130,2023-07-18 01:52:37,-158.32080029486755,-8.415772578993526
SystemCode_8,74,9,2023-05-07 07:17:47,-38.946451291751146,-6.2180900665347565
SystemCode_73,174,50,2023-02-05 11:15:47,-64.58455611706924,1.372952914526536
SystemCode_82,200,91,2023-12-11 03:37:46,167.03051245721088,-81.75103953538868
SystemCode_9,55,7,2023-08-17 17:09:00,156.9716164699857,42.26027674353773
SystemCode_64,141,80,2023-06-16 02:52:21,-20.941925405545078,-79.57685095653395
SystemCode_19,78,38,2023-08-24 17:38:47,112.58826473603546,-78.52498972850545
SystemCode_24,121,88,2023-04-07 02:03:58,155.86435655064975,49.38504783799743
SystemCode_54,126,79,2023-02-19 18:44:31,-75.17438148139642,58.583939022700804
SystemCode_94,51,38,2023-02-19 10:15:02,73.97832718286509,82.14699285184614
SystemCode_49,124,122,2023-03-05 21:33:25,-86.59113512558201,22.48452094295213
SystemCode_71,174,112,2023-10-16 14:07:50,83.1315680818189,-84.86092242008995
SystemCode_100,96,31,2023-08-16 04:41:20,111.51588735183287,62.74009133932921
SystemCode_30,102,68,2023-01-31 02:59:29,5.61474506882729,-57.53334933774674
SystemCode_2,58,10,2023-07-19 07:38:32,121.81322835840308,86.20656635283487
SystemCode_37,86,50,2023-03-31 05:52:49,133.8207788314361,-69.27449982048901
SystemCode_95,176,24,2023-10-19 11:51:42,113.10286254859727,-50.27137347074992
SystemCode_46,109,54,2023-08-27 05:52:29,136.10725893841231,-31.042709033543943
SystemCode_34,121,67,2023-04-17 18:59:30,-7.195467457885684,-10.745060181407126
SystemCode_57,166,132,2023-09-30 10:40:59,-104.71243370597708,85.39113931119454
SystemCode_51,161,38,2023-01-11 04:56:25,145.61176099548805,-40.75990416867065
SystemCode_52,151,52,2023-05-29 12:49:59,40.90753729880325,54.80294180097428
SystemCode_15,190,145,2023-04-14 10:15:51,71.50246853547117,-55.759069893987515
SystemCode_19,75,45,2023-01-31 06:09:33,-34.75668636313668,51.58830044431531
SystemCode_52,200,125,2023-06-13 12:22:05,159.32242234066678,24.730572411629495
SystemCode_67,64,43,2023-04-21 22:22:20,-33.261540861414886,37.73880913436285
SystemCode_54,55,50,2023-12-20 02:03:12,98.25643578539496,57.43055336545146
SystemCode_43,130,105,2023-08-02 18:09:25,152.95869882155017,-13.121734462840408
SystemCode_78,53,12,2023-02-05 02:12:35,-135.2785432232087,36.21505557141727
SystemCode_23,81,27,2023-09-02 01:34:49,-157.2564832356727,-39.92581255260758
SystemCode_6,134,13,2023-11-02 05:29:40,-132.00946105885498,61.306499599815055
SystemCode_54,168,1,2023-02-25 05:10:38,-12.077458723701682,-66.32185606522891
SystemCode_63,140,103,2023-09-05 03:26:30,-48.66628173448069,-20.217161822103307
SystemCode_9,158,20,2023-11-06 15:49:29,-59.47715764538199,50.80927355651332
SystemCode_98,125,28,2023-04-14 00:28:22,65.36823519390717,53.448539182868615
SystemCode_34,145,118,2023-05-24 11:17:16,27.188269744640934,-2.119298154476965
SystemCode_88,149,132,2023-03-01 10:59:49,-156.28858017942844,33.18195014474273
SystemCode_22,150,105,2023-10-07 17:20:56,160.6600919479901,-58.69049712635314
SystemCode_30,51,24,2023-07-31 05:11:31,-144.19316972577366,-48.59352500788582
SystemCode_46,184,54,2023-02-06 05:22:28,69.27694724800915,-65.84020357839165
SystemCode_81,195,112,2023-03-28 16:37:40,-15.156285797693755,9.275933482205502
SystemCode_35,84,83,2023-02-06 01:22:12,100.22399402361094,-13.087113861292053
SystemCode_54,50,43,2023-08-04 15:19:37,-160.2568863198629,-35.811869597716445
SystemCode_54,112,52,2023-10-04 04:12:43,114.9632164726259,-5.834921997426619
SystemCode_5,161,64,2023-10-09 08:28:32,63.49187242261172,30.0374944796869
SystemCode_59,172,37,2023-03-06 21:27:10,-176.6046357388869,32.13776335610201
SystemCode_93,143,44,2023-07-05 15:17:39,89.28929805789596,-58.432372826030054
SystemCode_13,57,54,2023-03-26 04:24:38,-59.98966313483116,-25.254270313123243
SystemCode_32,94,1,2023-09-05 10:06:01,-171.66618188045925,-59.552947168934736
SystemCode_82,73,38,2023-05-21 05:21:45,-86.20579394309995,52.97820265300771
SystemCode_18,112,37,2023-12-20 12:06:51,72.03283948222244,-15.783616745295248
SystemCode_97,83,62,2023-12-18 04:16:44,-138.20947522653321,61.5387798959712
SystemCode_91,200,200,2023-02-11 23:38:02,-132.02520599432606,60.99596592247255
SystemCode_20,143,81,2023-07-26 07:50:48,74.678794880364,41.64956918146734
SystemCode_45,197,28,2023-02-16 00:45:53,125.53367252068927,56.29081994246533
SystemCode_24,141,122,2023-04-04 01:54:57,-43.80801935818977,46.821585591222515
SystemCode_26,145,18,2023-07-07 08:50:07,88.2601346523382,-18.63064852925794
SystemCode_27,143,62,2023-10-18 19:00:13,30.72994172219569,-78.62218596993843
SystemCode_58,139,68,2023-03-04 10:07:04,158.3799084038106,60.136657368781556
SystemCode_83,93,72,2023-10-13 05:42:01,-90.03373215706706,27.200255900751543
SystemCode_70,136,111,2023-01-02 19:54:03,-130.8180141783157,-88.3442487695817
SystemCode_29,168,75,2023-12-07 03:18:30,95.83754282497381,-35.0055684342403
SystemCode_7,173,172,2023-05-01 09:17:10,-120.81161943657901,65.34115182025323
SystemCode_80,78,2,2023-06-23 15:24:59,37.76013688947248,-78.12415510532963
SystemCode_84,170,105,2023-06-03 14:02:30,58.076783183296556,89.93462586118832
SystemCode_64,130,24,2023-05-20 04:39:21,2.7892746116789624,76.89400473803911
SystemCode_87,170,97,2023-08-17 18:29:09,-8.515193604501974,2.5331824985375135
SystemCode_28,89,21,2023-02-27 09:21:31,-87.69157331960298,15.122529335282067
SystemCode_82,96,7,2023-05-13 00:42:11,22.986834779029294,50.048519548543055
SystemCode_88,200,83,2023-10-05 00:28:33,51.73836616267329,84.13907920881815
SystemCode_1,172,55,2023-08-04 11:26:06,169.83005884407333,-64.4403883647923
SystemCode_88,85,50,2023-05-13 08:23:31,-154.8693210808964,19.391550414065506
SystemCode_77,93,75,2023-02-02 05:15:31,-139.2310351863173,88.01907018565825
SystemCode_27,195,42,2023-06-25 03:36:00,-141.52970280666415,-9.2422865184502
SystemCode_80,51,21,2023-07-25 06:17:39,-117.23271689825766,72.02362138077606
SystemCode_74,113,53,2023-10-17 10:52:01,119.54399464850849,-66.65018865660952
SystemCode_70,98,42,2023-11-11 00:06:15,-14.776930365146598,-71.97164693071225
SystemCode_18,120,110,2023-08-03 04:42:32,-161.0228999861137,-34.68736117668037
SystemCode_7,69,26,2023-09-11 09:34:38,117.52723888341478,42.84354008292124
SystemCode_100,121,38,2023-09-20 15:18:46,72.98646703067834,-35.98425354880414
SystemCode_2,62,42,2023-04-02 00:56:38,0.562572597281445,54.025323989481535
